Document Name,Document Title,Document Public Url
44 of 2003 (E).pdf,"THE KARNATAKA GROUND WATER (REGULATION FOR PROTECTION OF SOURCES OF DRINKING WATER) ACT, 1999",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/44%20of%202003%20%28E%29.pdf
THE KARNATAKA SCHEDULED CASTES AND SCHEDULED TRIBES (PROHIBITION....ETC 1978-ENG.pdf,"THE KARNATAKA SCHEDULED CASTES AND SCHEDULED TRIBES (PROHIBITION OF TRANSFER OF CERTAIN LANDS) ACT, 1978",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20SCHEDULED%20CASTES%20AND%20SCHEDULED%20TRIBES%20%28PROHIBITION....ETC%201978-ENG.pdf
THE KARNATAKA REPEALING OF CERTAIN ENACTMENTS AND...2020 ETC-ENG.pdf,"KARNATAKA ACT NO. 52 OF 2020 THE KARNATAKA REPEALING OF CERTAIN ENACTMENTS AND REGIONAL LAWS Act, 2020",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20REPEALING%20OF%20CERTAIN%20ENACTMENTS%20AND...2020%20ETC-ENG.pdf
"THE KARNATAKA LAND (RESTRICTION ON TRANSFER) ACT, 1991-ENG.pdf","THE KARNATAKA LAND (RESTRICTION ON TRANSFER) ACT, 1991",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20LAND%20%28RESTRICTION%20ON%20TRANSFER%29%20ACT%2C%201991-ENG.pdf
THE TUNGA BHADRA SUGARS (DEVI SUGARS) LIMITED (ACQUISITION AND....ETC 2001-ENG.pdf,"THE TUNGA BHADRA SUGARS (DEVI SUGARS) LIMITED (ACQUISITION AND TRANSFER OF UNDERTAKING) (REPEAL) ACT, 2001",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20TUNGA%20BHADRA%20SUGARS%20%28DEVI%20SUGARS%29%20LIMITED%20%28ACQUISITION%20AND....ETC%202001-ENG.pdf
"22 of 2015 (E)THE KANNADA LANGUAGE LEARNING ACT, 2015-ENG.pdf","THE KANNADA LANGUAGE LEARNING ACT, 2015",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/22%20of%202015%20%28E%29THE%20KANNADA%20LANGUAGE%20LEARNING%20ACT%2C%202015-ENG.pdf
"The Karnataka Selection of candidates for Admission to Medical, Dental and...ETC 2004-ENG.pdf","The Karnataka Selection of candidates for Admission to Medical, Dental and Engineering Courses (Special Provisions) Act, 2004",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/The%20Karnataka%20Selection%20of%20candidates%20for%20Admission%20to%20Medical%2C%20Dental%20and...ETC%202004-ENG.pdf
A1908-05 (E).pdf,"THE CODE OF CIVIL PROCEDURE, 1908",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/A1908-05%20%28E%29.pdf
23 of 1964 (E).pdf,"THE KARNATAKA CINEMAS (REGULATION) ACT, 1964",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/23%20of%201964%20%28E%29.pdf
"THE KARNATAKA SAMSKRITA VISHWAVIDYALAYA ACT, 2009-ENG.pdf","THE KARNATAKA SAMSKRITA VISHWAVIDYALAYA ACT, 2009",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20SAMSKRITA%20VISHWAVIDYALAYA%20ACT%2C%202009-ENG.pdf
27 of 1987 (E).pdf,"THE CODE OF CRIMINAL PROCEDURE (KARNATAKA AMENDMENT) ACT, 1987",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/27%20of%201987%20%28E%29.pdf
"20 of 2019 (E)Dr. B. R. Ambedkar School of Economics University, Bengaluru Act, 2018(20 of 2019)- Amended by Act 05 of 2021..pdf","DR. B.R. AMBEDKAR SCHOOL OF ECONOMICS UNIVERSITY, BENGALURU ACT, 2018",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/20%20of%202019%20%28E%29Dr.%20B.%20R.%20Ambedkar%20School%20of%20Economics%20University%2C%20Bengaluru%20Act%2C%202018%2820%20of%202019%29-%20Amended%20by%20Act%2005%20of%202021..pdf
11 of 1999 (E).pdf,"THE KARNATAKA CEILING ON GOVERNMENT GUARANTEES ACT, 1999",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/11%20of%201999%20%28E%29.pdf
10 of 1976 (E) emblem.pdf,"THE KARNATAKA APPELLATE TRIBUNAL ACT, 1976",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/10%20of%201976%20%28E%29%20emblem.pdf
27 of 1966 (E) emblem.pdf,"THE KARNATAKA AGRICULTURAL PRODUCE MARKETING (REGULATION AND DEVELOPMENT) ACT, 1966",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/27%20of%201966%20%28E%29%20emblem.pdf
09 of 2017 (E) emblem.pdf,"THE KARNATAKA STATE CIVIL SERVICES (REGULATION OF TRANSFERS AND POSTINGS OF FOREST OFFICERS AND OTHER OFFICIALS) ACT, 2016",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/09%20of%202017%20%28E%29%20emblem.pdf
2 of 1985 (E) emblem.pdf,"THE KARNATAKA ADVOCATES' WELFARE FUND ACT, 1983",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/2%20of%201985%20%28E%29%20emblem.pdf
13 of 1980 (E) emblem.pdf,"THE BANGALORE CITY CIVIL COURT ACT, 1979",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/13%20of%201980%20%28E%29%20emblem.pdf
"THE KARNATAKA PRISON DEVELOPMENT BOARD ACT, 2021-ENG.pdf","THE KARNATAKA PRISON DEVELOPMENT BOARD ACT, 2021",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20PRISON%20DEVELOPMENT%20BOARD%20ACT%2C%202021-ENG.pdf
15 of 1967 (E) emblem.pdf,"THE KARNATAKA (ABOLITION OF CASH GRANTS) ACT, 1967",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/15%20of%201967%20%28E%29%20emblem.pdf
"THE KARNATAKA STATE PUBLIC RECORDS ACT, 2010-ENG.pdf","THE KARNATAKA STATE PUBLIC RECORDS ACT, 2010",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20STATE%20PUBLIC%20RECORDS%20ACT%2C%202010-ENG.pdf
THE KARNATAKA SUGARCANE...2013 ETC-ENG.pdf,"THE KARNATAKA SUGARCANE (REGULATION OF PURCHASE AND SUPPLY) ACT, 2013",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20SUGARCANE...2013%20ETC-ENG.pdf
"THE KARNATAKA SAKAALA SERVICES ACT, 2011-ENG.pdf","THE KARNATAKA SAKAALA SERVICES ACT, 2011",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20SAKAALA%20SERVICES%20ACT%2C%202011-ENG.pdf
"51 of 1976 (E)The Karnataka Power Transmission Corporation(Recovery of Dues) Act, 1976(51 of 1976) Amended by Act 27 of 2001..pdf","THE KARNATAKA POWER TRANSMISSION CORPORATION (RECOVERY OF DUES) ACT, 1976",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/51%20of%201976%20%28E%29The%20Karnataka%20Power%20Transmission%20Corporation%28Recovery%20of%20Dues%29%20Act%2C%201976%2851%20of%201976%29%20Amended%20by%20Act%2027%20of%202001..pdf
"THE KARNATAKA STATE COMMISSION FOR BACKWARD CLASSES ACT, 1995-ENG.pdf","THE KARNATAKA STATE COMMISSION FOR BACKWARD CLASSES ACT, 1995",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20STATE%20COMMISSION%20FOR%20BACKWARD%20CLASSES%20ACT%2C%201995-ENG.pdf
"THE KARNATAKA STATE MINORITIES COMMISSION ACT, 1994 (E).pdf","THE KARNATAKA STATE MINORITIES COMMISSION ACT, 1994",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20STATE%20MINORITIES%20COMMISSION%20ACT%2C%201994%20%28E%29.pdf
9 of 1962 (E) emblem.pdf,"THE KARNATAKA AYURVEDIC, NATUROPATHY, SIDDHA, UNANI AND YOGA PRACTITIONERS REGISTRATION AND MEDICAL PRACTITIONERS MISCELLANEOUS PROVISIONS ACT, 1961",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/9%20of%201962%20%28E%29%20emblem.pdf
22 of 2021 (E).pdf,"THE ATRIA UNIVERSITY ACT, 2020",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/22%20of%202021%20%28E%29.pdf
"THE KARNATAKA PROVISIONAL COLLECTION OF TAXES ACT, 1974-ENG.pdf","THE KARNATAKA PROVISIONAL COLLECTION OF TAXES ACT, 1974",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20PROVISIONAL%20COLLECTION%20OF%20TAXES%20ACT%2C%201974-ENG.pdf
04 of 2017 (E) emblem.pdf,"THE KARNATAKA ALTERATION OF NAMES OF CERTAIN PLACES ACT, 2016",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/04%20of%202017%20%28E%29%20emblem.pdf
"THE KARNATAKA STATE SERVANTS (DETERMINATION OF AGE) ACT, 1974-ENG.pdf","THE KARNATAKA STATE SERVANTS (DETERMINATION OF AGE) ACT, 1974",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20STATE%20SERVANTS%20%28DETERMINATION%20OF%20AGE%29%20ACT%2C%201974-ENG.pdf
THE KARNATAKA RESERVATION OF APPOINTMENT OR POSTS (IN THE....ETC 2000-ENG.pdf,"THE KARNATAKA RESERVATION OF APPOINTMENT OR POSTS (IN THE CIVIL SERVICES OF THE STATE) FOR RURAL CANDIDTES ACT, 2000",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20RESERVATION%20OF%20APPOINTMENT%20OR%20POSTS%20%28IN%20THE....ETC%202000-ENG.pdf
10 of 1982 (E).pdf,"THE KARNATAKA ECONOMIC OFFENCES (INAPPLICABILITY OF LIMITATION) ACT, 1981",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/10%20of%201982%20%28E%29.pdf
11 of 1974 (E).pdf,"THE KARNATAKA STATE CIVIL SERVICES (REGULATION OF PROMOTION, PAY AND PENSION) ACT, 1973",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/11%20of%201974%20%28E%29.pdf
37 of 1984 (E).pdf,"THE KARNATAKA EDUCATIONAL INSTITUTIONS (PROHIBITION OF CAPITATION FEE) ACT, 1984",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/37%20of%201984%20%28E%29.pdf
2 of 1975 (E) emblem.pdf,"THE KARNATAKA AGRICULTURAL CREDIT OPERATIONS AND MISCELLANEOUS PROVISIONS ACT, 1974",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/2%20of%201975%20%28E%29%20emblem.pdf
"THE KARNATAKA LEGISLATURE (PROHIBITION OF SIMULTANEOUS MEMBERSHIP) ACT, 1956 - ENG.pdf","THE KARNATAKA LEGISLATURE (PROHIBITION OF SIMULTANEOUS MEMBERSHIP) ACT, 1956",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20LEGISLATURE%20%28PROHIBITION%20OF%20SIMULTANEOUS%20MEMBERSHIP%29%20ACT%2C%201956%20-%20ENG.pdf
THE KARNATAKA URBAN DEVELOPMENT...1987 ETC-ENG.pdf,"THE KARNATAKA URBAN DEVELOPMENT AUTHORITIES ACT, 1987",https://storage.googleapis.com/jugalbandi/generic_qa/e62866ab-a459-498a-92f8-96efb754e9ad/THE%20KARNATAKA%20URBAN%20DEVELOPMENT...1987%20ETC-ENG.pdf
